Title,Release Year,Duration,Director,Main Cast,Genres,Streaming Availability
The Girl with the Dragon Tattoo,2011,158 min.,David Fincher,"Daniel Craig, Rooney Mara, Stellan Skarsgård",,
Interview with the Vampire: The Vampire Chronicles,1994,123 min.,Neil Jordan,"Tom Cruise, Brad Pitt, Christian Slater",,
Johnny Guitar,1954,110 min.,Nicholas Ray,"Joan Crawford, Sterling Hayden, Mercedes McCambridge",,
Harry Potter and the Goblet of Fire,2005,157 min.,Mike Newell,"Daniel Radcliffe, Rupert Grint, Emma Watson",,
The Odd Couple,1968,105 min.,Gene Saks,"Jack Lemmon, Walter Matthau, John Fiedler",,
Mulholland Dr.,2001,147 min.,David Lynch,"Naomi Watts, Laura Harring, Ann Miller",,
The Assassination of Jesse James by the Coward Robert Ford,2007,160 min.,Andrew Dominik,"Brad Pitt, Casey Affleck, Sam Shepard",,
Stranger Than Paradise,1984,89 min.,Jim Jarmusch,"John Lurie, Eszter Balint, Richard Edson",,
"Murder, My Sweet",1944,95 min.,Edward Dmytryk,"Mike Mazurki, Anne Shirley, Dick Powell",,
Bull Durham,1988,108 min.,Ron Shelton,"Susan Sarandon, Jenny Robertson, Kevin Costner",,
The Hudsucker Proxy,1994,111 min.,Joel & Ethan Coen,"Tim Robbins, Jennifer Jason Leigh, Paul Newman",,
Argo,2012,120 min.,Ben Affleck,"Ben Affleck, Bryan Cranston, Alan Arkin",,
Guess Who's Coming to Dinner,1967,108 min.,Stanley Kramer,"Spencer Tracy, Sidney Poitier, Katharine Hepburn",,
Zodiac,2007,158 min.,David Fincher,"Mark Ruffalo, Jake Gyllenhaal, Robert Downey Jr.",,
Looper,2012,118 min.,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt",,
An American in Paris,1951,113 min.,Vincente Minnelli,"Gene Kelly, Leslie Caron, Oscar Levant",,
Phantom Thread,2017,130 min.,Paul Thomas Anderson,"Daniel Day-Lewis, Lesley Manville, Vicky Krieps",,
The Last Temptation of Christ,1988,164 min.,Martin Scorsese,"Willem Dafoe, Harvey Keitel, Barbara Hershey",,
The Leopard,1963,187 min.,Luchino Visconti,"Claudia Cardinale, Burt Lancaster, Alain Delon",,
Train to Busan,2016,118 min.,Sang-ho Yeon,"Yoo Gong, Dong-seok Ma, Yu-mi Jeong",,
The Secret in Their Eyes,2009,127 min.,Juan José Campanella,"Ricardo Darin, Soledad Villamil, Pablo Rago",,
The Last Laugh,1924,90 min.,F.W. Murnau,"Emil Jannings, Maly Delschaft, Max Hiller",,
The Sweet Hereafter,1997,112 min.,Atom Egoyan,"Ian Holm, Sarah Polley, David Hemblen",,
Tenebre,1982,110 min.,Dario Argento,"Anthony Franciosa, Christian Borromeo, Mirella D'Angelo",,
Close-Up,1990,90 min.,Abbas Kiarostami,"Hossein Sabzian, Mohsen Makhmalbaf, Abolfazl Ahankhah",,
The Postman Always Rings Twice,1946,113 min.,Tay Garnett,"Leon Ames, Cecil Kellaway, Hume Cronyn",,
My Dinner with Andre,1981,110 min.,Louis Malle,"Wallace Shawn, Andre Gregory, Roy Butler",,
Swing Time,1936,103 min.,George Stevens,"Fred Astaire, Ginger Rogers, Victor Moore",,
Malcolm X,1992,202 min.,Spike Lee,"Denzel Washington, Spike Lee, Albert Hall",,
Silver Linings Playbook,2012,120 min.,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro",,
Kelly's Heroes,1970,144 min.,Brian G. Hutton,"Clint Eastwood, Telly Savalas, Don Rickles",,
Empire of the Sun,1987,154 min.,Steven Spielberg,"Christian Bale, John Malkovich, Joe Pantoliano",,
Häxan,1922,104 min.,Benjamin Christensen,"Maren Pedersen, Clara Pontoppidan, Elith Pio",,
The Sound of Music,1965,174 min.,Robert Wise,"Julie Andrews, Christopher Plummer, Peggy Wood",,
The Game,1997,128 min.,David Fincher,"Michael Douglas, Sean Penn, Deborah Kara Unger",,
Defending Your Life,1991,112 min.,Albert Brooks,"Albert Brooks, Meryl Streep, Rip Torn",,
Easy Rider,1969,95 min.,Dennis Hopper,"Peter Fonda, Dennis Hopper, Jack Nicholson",,
Carrie,1976,98 min.,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving",,
Godzilla,1954,98 min.,Ishirô Honda,"Akira Takarada, Momoko Kochi, Akihiko Hirata",,
Scarlet Street,1945,103 min.,Fritz Lang,"Margaret Lindsay, Jess Barker, Dan Duryea",,
Incendies,2010,130 min.,Denis Villeneuve,"Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette",,
The Tree of Life,2011,138 min.,Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain",,
Speed,1994,116 min.,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock",,
That Obscure Object of Desire,1977,102 min.,Luis Buñuel,"Fernando Rey, Carole Bouquet, Ángela Molina",,
Zelig,1983,79 min.,Woody Allen,"Woody Allen, Deborah Rush, Mary Louise Wilson",,
The Town,2010,124 min.,Ben Affleck,"Ben Affleck, Rebecca Hall, Jon Hamm",,
Napoléon,1927,330 min.,Abel Gance,"Albert Dieudonné, Edmond Van Daële, Gina Manès",,
Dead Man,1995,121 min.,Jim Jarmusch,"Johnny Depp, Gary Farmer, Lance Henriksen",,
Nosferatu the Vampyre,1979,107 min.,Werner Herzog,"Klaus Kinski, Isabelle Adjani, Bruno Ganz",,
Kick-Ass,2010,106 min.,Matthew Vaughn,"Nicolas Cage, Mark Strong, Chloë Grace Moretz",,
The Great Silence,1968,105 min.,Sergio Corbucci,"Jean-Louis Trintignant, Klaus Kinski, Frank Wolff",,
The Human Condition I: No Greater Love,1959,208 min.,Masaki Kobayashi,"Tatsuya Nakadai, Michiyo Aratama, Chikage Awashima	 .",,
The Stranger,1946,95 min.,Orson Welles,"Richard Long, Edward G. Robinson, Philip Merivale",,
Whisper of the Heart,1995,111 min.,Yoshifumi Kondo,"Youko Honna, Shigeru Tsuyuguchi, Maiko Kayama",,
Portrait of a Lady on Fire,2019,119 min.,Céline Sciamma,"Noémie Merlant, Adele Haenel, Luàna Bajrami",,
A Shot in the Dark,1964,102 min.,Blake Edwards,"Peter Sellers, Elke Sommer, George Sanders",,
Guardians of the Galaxy Vol. 2,2017,137 min.,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista",,
The Sacrifice,1986,149 min.,Andrei Tarkovsky,"Erland Josephson, Susan Fleetwood, Tommy Kjellqvist",,
Pale Rider,1985,116 min.,Clint Eastwood,"Clint Eastwood, Richard Dysart, Michael Moriarty",,
Escape from Alcatraz,1979,112 min.,Don Siegel,"Clint Eastwood, Patrick McGoohan, Roberts Blossom",,
The King's Speech,2010,118 min.,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter",,
The Perks of Being a Wallflower,2012,103 min.,Stephen Chbosky,"Emma Watson, Nina Dobrev, Logan Lerman",,
Detour,1945,67 min.,Edgar G. Ulmer,"Tom Neal, Ann Savage, Claudia Drake",,
The Crowd,1928,104 min.,King Vidor,"James Murray, Bert Roach, Daniel G. Tomlinson",,
Fantasia,1940,120 min.,James Algar,"Leopold Stokowski, Deems Taylor",,
Neon Genesis Evangelion: The End of Evangelion,1997,87 min.,"Hideaki Anno, Kazuya Tsurumaki","Megumi Ogata, Megumi Hayashibara, Yûko Miyamura",,
Sympathy for Mr. Vengeance,2002,129 min.,Chan-wook Park,"Kang-ho Song, Ha-kyun Shin, Doona Bae",,
Dersu Uzala,1975,144 min.,Akira Kurosawa,"Maksim Munzuk, Yuri Solomin, Svetlana Danilchenko",,
Tampopo,1985,114 min.,Jûzô Itami,"Tsutomu Yamazaki, Ken Watanabe, Nobuko Miyamoto",,
Secrets & Lies,1996,142 min.,Mike Leigh,"Timothy Spall, Phyllis Logan, Brenda Blethyn",,
Breaking the Waves,1996,153 min.,Lars von Trier,"Emily Watson, Stellan Skarsgård, Jean-Marc Barr",,
Jeremiah Johnson,1972,108 min.,Sydney Pollack,"Robert Redford, Will Geer, Josh Albee",,
Creed,2015,132 min.,Ryan Coogler,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson",,
The Heiress,1949,115 min.,William Wyler,"Montgomery Clift, Olivia de Havilland, Ralph Richardson",,
When Harry Met Sally...,1989,96 min.,Rob Reiner,"Billy Crystal, Meg Ryan, Carrie Fisher",,
Lupin the Third: The Castle of Cagliostro,1979,102 min.,Hayao Miyazaki,"Yasuo Yamada, Eiko Masuyama, Kiyoshi Kobayashi",,
Gun Crazy,1950,86 min.,Joseph H. Lewis,"Peggy Cummins, John Dall, Berry Kroeger",,
"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",1975,201 min.,Chantal Akerman,"Delphine Seyrig, Jan Decorte, Henri Storck",,
Hour of the Wolf,1968,90 min.,Ingmar Bergman,"Max von Sydow, Liv Ullmann, Erland Josephson",,
Ghost in the Shell,1995,85 min.,Mamoru Oshii,"Tamio Ôki, Atsuko Tanaka, Iemasa Kayumi",,
Wild at Heart,1990,124 min.,David Lynch,"Nicolas Cage, Diane Ladd, Harry Dean Stanton",,
How to Train Your Dragon,2010,98 min.,"Dean DeBlois, Chris Sanders","Christopher Mintz-Plasse, Jay Baruchel, America Ferrera",,
Gravity,2013,91 min.,Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris",,
My Cousin Vinny,1992,120 min.,Jonathan Lynn,"Joe Pesci, Ralph Macchio, Marisa Tomei",,
Ben-Hur,1959,212 min.,William Wyler,"Charlton Heston, Jack Hawkins, Haya Harareet",,
A Nightmare on Elm Street,1984,91 min.,Wes Craven,"John Saxon, Ronee Blakley, Heather Langenkamp",,
Tropic Thunder,2008,106 min.,Ben Stiller,"Ben Stiller, Robert Downey Jr., Jack Black",,
The Testament of Dr. Mabuse,1933,122 min.,Fritz Lang,"Rudolf Klein-Rogge, Otto Wernicke, Oscar Beregi Sr.",,
Collateral,2004,120 min.,Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith",,
The Little Mermaid,1989,83 min.,"Ron Clements, John Musker","Jodi Benson, René Auberjonois, Pat Carroll",,
The Last Waltz,1978,117 min.,Martin Scorsese,"Bob Dylan, Joni Mitchell, Neil Diamond",,
House of Games,1987,102 min.,David Mamet,"Lindsay Crouse, Joe Mantegna, Mike Nussbaum",,
Austin Powers: International Man of Mystery,1997,94 min.,Jay Roach,"Mike Myers, Elizabeth Hurley, Robert Wagner",,
Hereditary,2018,123 min.,Ari Aster,"Toni Collette, Gabriel Byrne, Alex Wolff",,
Glory,1989,122 min.,Edward Zwick,"Matthew Broderick, Denzel Washington, Cary Elwes",,
Horror of Dracula,1958,82 min.,Terence Fisher,"Peter Cushing, Christopher Lee, Michael Gough",,
Scarface,1932,93 min.,"Howard Hawks, Richard Rosson","Paul Muni, Ann Dvorak, George Raft",,
Best in Show,2000,90 min.,Christopher Guest,"Catherine O'Hara, Parker Posey, Michael McKean",,
Marriage Story,2019,136 min.,Noah Baumbach,"Scarlett Johansson, Alan Alda, Adam Driver",,
Time Bandits,1981,110 min.,Terry Gilliam,"Sean Connery, Katherine Helmond, Ian Holm",,
Harry Potter and the Half-Blood Prince,2009,153 min.,David Yates,"Rupert Grint, Emma Watson, Jim Broadbent",,
The Omen,1976,111 min.,Richard Donner,"Gregory Peck, Lee Remick, David Warner",,
The Longest Day,1962,178 min.,"Ken Annakin, Andrew Marton, Bernhard Wicki","John Wayne, Robert Mitchum, Henry Fonda",,
Intolerance: Love's Struggle Throughout the Ages,1916,197 min.,D.W. Griffith,"Tully Marshall, Mary Alden, Frank Bennett",,
Dumb and Dumber,1994,113 min.,Bobby & Peter Farrelly,"Jim Carrey, Jeff Daniels, Lauren Holly",,
X-Men: Days of Future Past,2014,130 min.,Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender",,
Letter From An Unknown Woman,1948,86 min.,Max Ophüls,"Joan Fontaine, Louis Jourdan, Mady Christians",,
Gattaca,1997,106 min.,Andrew Niccol,"Ethan Hawke, Uma Thurman, Jude Law",,
Mad Max,1979,93 min.,George Miller,"Mel Gibson, Joanne Samuel, Hugh Keays-Byrne",,
Mister Roberts,1955,123 min.,"John Ford, Mervyn LeRoy","William Powell, Jack Lemmon, James Cagney",,
Paddington 2,2017,103 min.,Paul King,"Ben Whishaw, Hugh Bonneville, Brendan Gleeson",,
About Time,2013,123 min.,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy",,
Harry Potter and the Order of the Phoenix,2007,138 min.,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson",,
The Wolf Man,1941,70 min.,George Waggner,"Lon Chaney Jr., Claude Rains, Ralph Bellamy",,
Rogue One,2016,133 min.,Gareth Edwards,"Felicity Jones, Diego Luna, Ben Mendelsohn",,
Sing Street,2016,106 min.,John Carney,"Lucy Boynton, Maria Doyle Kennedy, Aidan Gillen",,
The Sandlot,1993,101 min.,David Mickey Evans,"Tom Guiry, Mike Vitar, Denis Leary",,
The Rock,1996,136 min.,Michael Bay,"Sean Connery, Nicolas Cage, Ed Harris",,
Mary Poppins,1964,139 min.,Robert Stevenson,"Julie Andrews, David Tomlinson, Dick Van Dyke",,
Destry Rides Again,1939,94 min.,George Marshall,"Marlene Dietrich, James Stewart, Mischa Auer",,
Heavenly Creatures,1994,108 min.,Peter Jackson,"Melanie Lynskey, Kate Winslet, Sarah Peirse",,
"Duck, You Sucker",1971,157 min.,Sergio Leone,"Rod Steiger, James Coburn, Romolo Valli",,
Ip Man,2008,106 min.,Wilson Yip,"Donnie Yen, Simon Yam, Siu-Wong Fan",,
The Killing Fields,1984,141 min.,Roland Joffé,"Sam Waterston, Haing S. Ngor, John Malkovich",,
50/50,2011,99 min.,Jonathan Levine,"Joseph Gordon-Levitt, Bryce Dallas Howard, Seth Rogen",,
The Tenant,1976,125 min.,Roman Polanski,"Isabelle Adjani, Jo Van Fleet, Shelley Winters",,
Monkey Business,1931,77 min.,Norman Z. McLeod,"Zeppo Marx, Chico Marx, Harpo Marx",,
Primer,2004,77 min.,Shane Carruth,"Shane Carruth, Casey Gooden, Anand Upadhyaya",,
Lone Star,1996,135 min.,John Sayles,"Chris Cooper, Elizabeth Peña, Clifton James",,
Up in the Air,2009,109 min.,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick",,
The Friends of Eddie Coyle,1973,102 min.,Peter Yates,"Robert Mitchum, Peter Boyle, Richard Jordan",,
I Am a Fugitive from a Chain Gang,1932,93 min.,Mervyn LeRoy,"Paul Muni, Glenda Farrell, Helen Vinson",,
A History of Violence,2005,96 min.,David Cronenberg,"Maria Bello, William Hurt, Ashton Holmes",,
Mishima: A Life in Four Chapters,1985,121 min.,Paul Schrader,"Ken Ogata, Masayuki Shionoya, Yasosuke Bando",,
The Sword of Doom,1966,119 min.,Kihachi Okamoto,"Tatsuya Nakadai, Yûzô Kayama, Michiyo Aratama",,
National Lampoon's Christmas Vacation,1989,97 min.,Jeremiah S. Chechik,"Chevy Chase, Beverly D'Angelo, Juliette Lewis",,
The Station Agent,2003,89 min.,Tom McCarthy,"Patricia Clarkson, Peter Dinklage, Michelle Williams",,
The 36th Chamber of Shaolin,1978,115 min.,Chia-Liang Liu,"Yang Yu, Chia Hui Liu, Lieh Lo",,
"Now, Voyager",1942,117 min.,Irving Rapper,"Claude Rains, Bonita Granville, Bette Davis",,
"4 Months, 3 Weeks and 2 Days",2007,113 min.,Cristian Mungiu,"Anamaria Marinca, Vlad Ivanov, Alexandru Potocean",,
A Serious Man,2009,105 min.,Joel & Ethan Coen,"Michael Stuhlbarg, Richard Kind, Fred Melamed",,
Boyz 'N the Hood,1991,107 min.,John Singleton,"Cuba Gooding Jr., Ice Cube, Angela Bassett",,
The Big Short,2015,130 min.,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling",,
Little Women,2019,134 min.,Greta Gerwig,"Saoirse Ronan, Emma Watson, Timothée Chalamet",,
Dead Ringers,1988,116 min.,David Cronenberg,"Jeremy Irons, Geneviève Bujold, Heidi von Palleske",,
There's Something About Mary,1998,119 min.,Bobby & Peter Farrelly,"Ben Stiller, Matt Dillon, Lee Evans",,
Witness,1985,112 min.,Peter Weir,"Harrison Ford, Kelly McGillis, Alexander Godunov",,
Batman: Mask of the Phantasm,1993,76 min.,"Eric Radomski, Bruce W. Timm","Kevin Conroy, Dana Delany, Mark Hamill",,
Monsieur Verdoux,1947,124 min.,Charles Chaplin,"Charles Chaplin, Marjorie Bennett, Isobel Elsom",,
Adam's Rib,1949,101 min.,George Cukor,"Spencer Tracy, Katharine Hepburn, Judy Holliday",,
Gone Baby Gone,2007,114 min.,Ben Affleck,"Casey Affleck, Michelle Monaghan, Morgan Freeman",,
Shame,1968,103 min.,Ingmar Bergman,"Liv Ullmann, Max von Sydow, Sigge Fürst",,
Batman Returns,1992,126 min.,Tim Burton,"Michael Keaton, Danny DeVito, Michelle Pfeiffer",,
The Palm Beach Story,1942,88 min.,Preston Sturges,"Claudette Colbert, Joel McCrea, Mary Astor",,
Henry V,1989,137 min.,Kenneth Branagh,"Kenneth Branagh, Derek Jacobi, Brian Blessed",,
Snow White and the Seven Dwarfs,1937,83 min.,David Hand,"Adriana Caselotti, Lucille La Verne, Billy Gilbert",,
Bill & Ted's Excellent Adventure,1989,90 min.,Stephen Herek,"Keanu Reeves, Alex Winter, Terry Camilleri",,
Field of Dreams,1989,107 min.,Phil Alden Robinson,"Kevin Costner, Amy Madigan, Burt Lancaster",,
Labyrinth,1986,101 min.,Jim Henson,"David Bowie, Jennifer Connelly, Toby Froud",,
The Bird with the Crystal Plumage,1970,98 min.,Dario Argento,"Tony Musante, Suzy Kendall, Enrico Maria Salerno",,
Fright Night,1985,106 min.,Tom Holland,"Chris Sarandon, William Ragsdale, Amanda Bearse",,
Rocky II,1979,119 min.,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young",,
Walk the Line,2005,136 min.,James Mangold,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin",,
Los olvidados,1950,85 min.,Luis Buñuel,"Estela Inda, Miguel Inclán, Alfonso Mejía",,
Sleeper,1973,89 min.,Woody Allen,"Woody Allen, John Beck, Don Keefer",,
Island of Lost Souls,1932,70 min.,Erle C. Kenton,"Charles Laughton, Richard Arlen, Leila Hyams",,
Day of the Dead,1985,102 min.,George A. Romero,"Lori Cardille, Terry Alexander, Joseph Pilato",,
Zulu,1964,138 min.,Cy Endfield,"Michael Caine, James Booth, Stanley Baker",,
The White Ribbon,2009,144 min.,Michael Haneke,"Burghart Klaussner, Christian Friedel, Rainer Bock",,
It's a Mad Mad Mad Mad World,1963,192 min.,Stanley Kramer,"Spencer Tracy, Milton Berle, Sid Caesar",,
Shame,2011,99 min.,Steve McQueen,"Michael Fassbender, Carey Mulligan, James Badge Dale",,
Call Me by Your Name,2017,132 min.,Luca Guadagnino,"Timothée Chalamet, Armie Hammer, Esther Garrel",,
Amores Perros,2000,154 min.,Alejandro González Iñárritu,"Gael García Bernal, Goya Toledo, Alvaro Guerrero",,
Bottle Rocket,1996,91 min.,Wes Anderson,"Owen Wilson, Luke Wilson, Robert Musgrave",,
Mutiny on the Bounty,1935,132 min.,Frank Lloyd,"Franchot Tone, Herbert Mundin, Eddie Quillan",,
Shoot the Piano Player,1960,92 min.,François Truffaut,"Charles Aznavour, Marie Dubois, Nicole Berger",,
To Live and Die in L.A.,1985,116 min.,William Friedkin,"William Petersen, Willem Dafoe, John Pankow",,
Snowpiercer,2013,126 min.,Bong Joon Ho,"Chris Evans, Tilda Swinton, Ed Harris",,
Eastern Promises,2007,100 min.,David Cronenberg,"Viggo Mortensen, Vincent Cassel, Armin Mueller-Stahl",,
Joker,2019,122 min.,Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz",,
You Can Count on Me,2000,111 min.,Kenneth Lonergan,"Laura Linney, Mark Ruffalo, Matthew Broderick",,
In the Loop,2009,106 min.,Armando Iannucci,"Peter Capaldi, Gina McKee, Tom Hollander",,
Fiddler on the Roof,1971,181 min.,Norman Jewison,"Topol, Norma Crane, Leonard Frey",,
Taken,2008,93 min.,Pierre Morel,"Liam Neeson, Maggie Grace, Holly Valance",,
The Getaway,1972,122 min.,Sam Peckinpah,"Steve McQueen, Ben Johnson, Sally Struthers",,
Young Mr. Lincoln,1939,100 min.,John Ford,"Henry Fonda, Alice Brady, Ward Bond",,
Leave Her to Heaven,1945,110 min.,John M. Stahl,"Vincent Price, Mary Philips, Cornel Wilde",,
My Night at Maud's,1969,110 min.,Eric Rohmer,"Jean-Louis Trintignant, Françoise Fabian, Marie-Christine Barrault",,
Bob le Flambeur,1956,98 min.,Jean-Pierre Melville,"Gerard Buhr, Roger Duchesne, Isabelle Corey",,
Into the Wild,2007,148 min.,Sean Penn,"Emile Hirsch, Marcia Gay Harden, Jena Malone",,
Lady Vengeance,2005,112 min.,Chan-wook Park,"Yeong-ae Lee, Min-sik Choi, Shi-hoo Kim",,
High Sierra,1941,100 min.,Raoul Walsh,"Joan Leslie, Ida Lupino, Humphrey Bogart",,
True Grit,1969,128 min.,Henry Hathaway,"John Wayne, Glen Campbell, Kim Darby",,
Captain America: The First Avenger,2011,125 min.,Joe Johnston,"Chris Evans, Hayley Atwell, Stanley Tucci",,
"The Cook, the Thief, His Wife and Her Lover",1989,98 min.,Peter Greenaway,"Richard Bohringer, Michael Gambon, Helen Mirren",,
Alice Doesn't Live Here Anymore,1974,112 min.,Martin Scorsese,"Ellen Burstyn, Alfred Lutter III, Kris Kristofferson",,
Blue Valentine,2010,112 min.,Derek Cianfrance,"Ryan Gosling, Michelle Williams, Mike Vogel",,
Quiz Show,1994,133 min.,Robert Redford,"John Turturro, Rob Morrow, Ralph Fiennes",,
The Color of Money,1986,119 min.,Martin Scorsese,"Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver",,
Donnie Brasco,1997,127 min.,Mike Newell,"Al Pacino, Johnny Depp, Michael Madsen",,
The Artist,2011,100 min.,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman",,
Star Trek IV: The Voyage Home,1986,119 min.,Leonard Nimoy,"William Shatner, Leonard Nimoy, DeForest Kelley",,
Mary and Max,2009,80 min.,Adam Elliot,"Toni Collette, Philip Seymour Hoffman, Eric Bana",,
The Lavender Hill Mob,1951,81 min.,Charles Crichton,"Alec Guinness, Alfie Bass, Stanley Holloway",,
Limelight,1952,141 min.,Charles Chaplin,"Claire Bloom, Nigel Bruce, Norman Lloyd",,
Kes,1969,110 min.,Ken Loach,"Lynne Perrie, Colin Welland, Brian Glover",,
Audition,1999,115 min.,Takashi Miike,"Ryo Ishibashi, Miyuki Matsuda, Eihi Shiina",,
The Boondock Saints,1999,108 min.,Troy Duffy,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus",,
Lady Snowblood,1973,97 min.,Toshiya Fujita,"Meiko Kaji, Toshio Kurosawa, Masaaki Daimon",,
All About My Mother,1999,101 min.,Pedro Almodóvar,"Cecilia Roth, Marisa Paredes, Penélope Cruz",,
L'Eclisse,1962,118 min.,Michelangelo Antonioni,"Monica Vitti, Alain Delon, Lilla Brignone",,
Jerry Maguire,1996,139 min.,Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Renée Zellweger",,
Dressed to Kill,1980,104 min.,Brian De Palma,"Michael Caine, Angie Dickinson, Nancy Allen",,
Seven Chances,1925,56 min.,Buster Keaton,"Buster Keaton, T. Roy Barnes, Snitz Edwards",,
Swingers,1996,96 min.,Doug Liman,"Vince Vaughn, Patrick Van Horn, Brooke Langton",,
Saboteur,1942,108 min.,Alfred Hitchcock,"Priscilla Lane, Norman Lloyd, Otto Kruger",,
Caché,2005,117 min.,Michael Haneke,"Daniel Auteuil, Juliette Binoche, Maurice Bénichou",,
Twin Peaks,1990,116 min.,David Lynch,"Kyle MacLachlan, Michael Ontkean, Mädchen Amick",,
Floating Weeds,1959,119 min.,Yasujirô Ozu,"Ganjiro Nakamura, Machiko Kyô, Ayako Wakao",,
West Side Story,1961,152 min.,"Jerome Robbins, Robert Wise","Natalie Wood, Russ Tamblyn, Rita Moreno",,
Body Heat,1981,113 min.,Lawrence Kasdan,"William Hurt, Kathleen Turner, Richard Crenna",,
The Defiant Ones,1958,97 min.,Stanley Kramer,"Sidney Poitier, Theodore Bikel, Tony Curtis",,
Dear Zachary,2008,95 min.,Kurt Kuenne,"Kurt Kuenne, Andrew Bagby, David Bagby",,
Y Tu Mamá También,2001,105 min.,Alfonso Cuarón,"Maribel Verdú, Diego Luna, Ana López Mercado",,
Starship Troopers,1997,129 min.,Paul Verhoeven,"Casper Van Dien, Dina Meyer, Denise Richards",,
The Silence,1963,96 min.,Ingmar Bergman,"Jörgen Lindström, Ingrid Thulin, Gunnel Lindblom",,
A Day at the Races,1937,111 min.,Sam Wood,"Chico Marx, Harpo Marx, Groucho Marx",,
The Shootist,1976,100 min.,Don Siegel,"John Wayne, Lauren Bacall, Ron Howard",,
Dark Passage,1947,106 min.,Delmer Daves,"Humphrey Bogart, Lauren Bacall, Bruce Bennett",,
Mystic River,2003,137 min.,Clint Eastwood,"Sean Penn, Kevin Bacon, Tim Robbins",,
Zero Dark Thirty,2012,157 min.,Kathryn Bigelow,"Jessica Chastain, Chris Pratt, Kyle Chandler",,
Mrs. Miniver,1942,134 min.,William Wyler,"Greer Garson, Walter Pidgeon, Teresa Wright",,
Un Chien Andalou,1929,16 min.,Luis Buñuel,"Pierre Batcheff, Simone Mareuil, Luis Buñuel",,
Twin Peaks: Fire Walk with Me,1992,135 min.,David Lynch,"Sheryl Lee, Chris Isaak, Ray Wise",,
La Notte,1961,122 min.,Michelangelo Antonioni,"Marcello Mastroianni, Jeanne Moreau, Monica Vitti",,
A Bronx Tale,1993,121 min.,Robert De Niro,"Robert De Niro, Chazz Palminteri, Lillo Brancato",,
Knocked Up,2007,129 min.,Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd",,
3:10 to Yuma,2007,122 min.,James Mangold,"Christian Bale, Peter Fonda, Russell Crowe",,
The Parallax View,1974,102 min.,Alan J. Pakula,"Warren Beatty, Hume Cronyn, William Daniels",,
Out of Sight,1998,123 min.,Steven Soderbergh,"George Clooney, Ving Rhames, Don Cheadle",,
The Dead Zone,1983,103 min.,David Cronenberg,"Christopher Walken, Brooke Adams, Tom Skerritt",,
The Shape of Water,2017,119 min.,Guillermo del Toro,"Richard Jenkins, Michael Shannon, Sally Hawkins",,
13 Assassins,2010,126 min.,Takashi Miike,"Koji Yakusho, Takayuki Yamada, Yusuke Iseya",,
Road to Perdition,2002,117 min.,Sam Mendes,"Tom Hanks, Paul Newman, Jude Law",,
Broadway Danny Rose,1984,84 min.,Woody Allen,"Woody Allen, Mia Farrow, Nick Apollo Forte",,
The Favourite,2018,90 min.,Yorgos Lanthimos,"Olivia Colman, Emma Stone, Rachel Weisz",,
Hedwig and The Angry Inch,2001,95 min.,John Cameron Mitchell,"John Cameron Mitchell, Miriam Shor, Michael Pitt",,
Yankee Doodle Dandy,1942,126 min.,Michael Curtiz,"James Cagney, Joan Leslie, Walter Huston",,
Great Expectations,1946,118 min.,David Lean,"John Mills, Valerie Hobson, Alec Guinness",,
Happiness,1998,134 min.,Todd Solondz,"Dylan Baker, Lara Flynn Boyle, Cynthia Stevenson",,
The Witch,2015,90 min.,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie",,
Hard Eight,1996,101 min.,Paul Thomas Anderson,"Philip Baker Hall, John C. Reilly, Gwyneth Paltrow",,
BlacKkKlansman,2018,128 min.,Spike Lee,"John David Washington, Adam Driver, Laura Harrier",,
The Killing of a Chinese Bookie,1976,109 min.,John Cassavetes,"Ben Gazzara, Timothy Carey, Seymour Cassel",,
